image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
test_stg2/image_00001.jpg,0.117373,0.023688,0.024041,0.012095999999999999,0.7240880000000001,0.051902,0.026284,0.020528
test_stg2/image_00002.jpg,0.583329,0.030619999999999998,0.006481999999999999,0.002304,0.359004,0.00577,0.004314,0.008178
test_stg2/image_00003.jpg,0.195464,0.013821,0.010279,0.007031999999999999,0.63569,0.114231,0.0056549999999999994,0.017828999999999998
test_stg2/image_00004.jpg,0.46324099999999996,0.015385,0.014549000000000001,0.00411,0.022597,0.011892,0.017299000000000002,0.450927
test_stg2/image_00005.jpg,0.84704,0.023619,0.007107,0.002226,0.07732699999999999,0.009586,0.00411,0.028983999999999996
test_stg2/image_00006.jpg,0.696235,0.048907,0.008735,0.004104,0.048871,0.126248,0.014334,0.052564
test_stg2/image_00007.jpg,0.675063,0.014836000000000002,0.017700999999999998,0.003387,0.10815699999999999,0.066599,0.00402,0.11023800000000002
test_stg2/image_00008.jpg,0.5788949999999999,0.06042,0.016406999999999998,0.011149,0.162397,0.055698000000000004,0.007613,0.10742
test_stg2/image_00009.jpg,0.513646,0.197402,0.03123,0.0033590000000000004,0.167944,0.029781000000000002,0.019971,0.036666000000000004
test_stg2/image_00010.jpg,0.24500100000000002,0.037324,0.006912000000000001,0.0052179999999999995,0.0017460000000000002,0.035026999999999996,0.013151,0.655622
test_stg2/image_00011.jpg,0.44906899999999994,0.066124,0.029183999999999998,0.008048999999999999,0.345202,0.042841000000000004,0.010856000000000001,0.048675
test_stg2/image_00012.jpg,0.8191970000000001,0.024784999999999998,0.0073230000000000005,0.0023,0.083751,0.007902,0.00274,0.052002
test_stg2/image_00013.jpg,0.823966,0.025383000000000003,0.007209999999999999,0.003658,0.009602,0.017685,0.016493999999999998,0.096002
test_stg2/image_00014.jpg,0.87371,0.010570999999999999,0.010898,0.002313,0.077542,0.010159999999999999,0.00224,0.012565
test_stg2/image_00015.jpg,0.115369,0.048583,0.010812,0.016308,0.680721,0.056412000000000004,0.007356999999999999,0.064437
test_stg2/image_00016.jpg,0.644314,0.173119,0.026525999999999997,0.001674,0.127115,0.004386999999999999,0.010475,0.012392
test_stg2/image_00017.jpg,0.36598,0.102105,0.025269999999999997,0.018101,0.148582,0.101117,0.036289999999999996,0.20255599999999999
test_stg2/image_00018.jpg,0.238569,0.036591000000000005,0.063226,0.007217,0.546996,0.045891,0.014984,0.046525
test_stg2/image_00019.jpg,0.589566,0.089459,0.005881,0.005181,0.010020999999999999,0.087715,0.117302,0.094876
test_stg2/image_00020.jpg,0.169099,0.094151,0.019319,0.016599000000000003,0.572108,0.065183,0.037181,0.026358999999999997
test_stg2/image_00021.jpg,0.8266469999999999,0.022805000000000002,0.010796,0.002101,0.001567,0.010020000000000001,0.016068,0.10999600000000001
test_stg2/image_00022.jpg,0.618119,0.009807,0.01,0.005182,0.25925,0.072514,0.00575,0.019378
test_stg2/image_00023.jpg,0.822413,0.014319,0.005546,0.002669,0.013187,0.037701,0.051423,0.052742
test_stg2/image_00024.jpg,0.918948,0.02214,0.004053,0.0016940000000000002,0.012548,0.011366,0.0033079999999999997,0.025943
test_stg2/image_00025.jpg,0.7658510000000001,0.056809000000000005,0.009884,0.005786,0.0022329999999999997,0.031806,0.025713999999999997,0.10191599999999999
test_stg2/image_00026.jpg,0.40575,0.321024,0.039287,0.004325,0.142743,0.016584,0.015172999999999999,0.055113999999999996
test_stg2/image_00027.jpg,0.801088,0.035942,0.004385,0.002794,0.057361,0.011008,0.011873,0.075548
test_stg2/image_00028.jpg,0.5720890000000001,0.020502,0.027767,0.017352,0.172968,0.068021,0.025472,0.095829
test_stg2/image_00029.jpg,0.06560099999999999,0.11567899999999999,0.022633,0.001268,0.746133,0.006834999999999999,0.011881000000000001,0.02997
test_stg2/image_00030.jpg,0.23098000000000002,0.099315,0.030474,0.011075,0.40058299999999997,0.06364600000000001,0.022012999999999998,0.141914
test_stg2/image_00031.jpg,0.102006,0.006778,0.009178,0.002076,0.860909,0.009395,0.0027649999999999997,0.0068920000000000006
test_stg2/image_00032.jpg,0.48123599999999994,0.043835,0.015178,0.003176,0.37430399999999997,0.032717,0.004614,0.044939
test_stg2/image_00033.jpg,0.24128400000000003,0.071276,0.013347,0.002193,0.5761729999999999,0.018593000000000002,0.011662,0.065473
