image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_00005.jpg,0.002986,0.0034170000000000003,0.002258,0.000798,0.985131,0.0033740000000000003,0.001176,0.0008609999999999999
img_00007.jpg,0.342615,0.161905,0.007645,0.0036439999999999997,0.0007509999999999999,0.021075,0.006392,0.455974
img_00009.jpg,0.574781,0.335625,0.003293,0.0017280000000000002,0.011994,0.05981,0.009137000000000001,0.003632
img_00018.jpg,0.7706430000000001,0.172618,0.002732,0.012378,0.002062,0.033486,0.002167,0.003915
img_00027.jpg,0.416519,0.081276,0.0039310000000000005,0.0032,0.005314,0.375515,0.094317,0.019928
img_00030.jpg,0.822657,0.016408000000000002,0.00594,0.001123,0.132358,0.004267,0.002367,0.01488
img_00040.jpg,0.691588,0.054360000000000006,0.000962,0.001588,0.001586,0.042758,0.19601300000000002,0.011146
img_00046.jpg,0.795327,0.00185,0.005611,0.000968,0.19242,0.002199,0.000816,0.000808
img_00053.jpg,0.991761,0.002219,0.001448,0.000178,0.000701,0.002539,8.1e-05,0.001072
img_00071.jpg,0.050865,0.021872,0.016916,0.816037,0.006289,0.044431,0.003768,0.039822
img_00075.jpg,0.164907,0.261363,0.009682,0.004174000000000001,0.26158400000000004,0.278829,0.004566,0.014894999999999999
img_00102.jpg,0.013234000000000001,0.019284,0.00065,0.0016649999999999998,0.000323,0.008459999999999999,0.002656,0.953729
img_00103.jpg,0.917487,0.025189,0.005554,0.004309,0.028467000000000003,0.012645,0.00325,0.0030989999999999998
img_00109.jpg,0.997368,0.000429,8e-05,1.2e-05,0.001743,8.1e-05,0.000258,2.9999999999999997e-05
img_00119.jpg,0.005664,0.0076170000000000005,0.005804,0.00217,0.9592129999999999,0.004273,0.0034479999999999997,0.011811
img_00120.jpg,0.000525,0.001296,9.8e-05,0.00010700000000000001,2.7000000000000002e-05,0.000609,0.002553,0.994784
img_00125.jpg,0.197961,0.021631,0.0036439999999999997,0.002388,0.000575,0.035196,0.001324,0.737283
img_00128.jpg,0.040548,0.12323800000000001,0.517915,0.0034490000000000002,0.005224,0.05901,0.004619,0.245996
img_00129.jpg,0.544165,0.115068,0.003114,0.010204000000000001,0.004097,0.019651,0.256685,0.047016
img_00133.jpg,0.014725,0.023921,0.00119,0.0010019999999999999,0.9485709999999999,0.008301000000000001,0.0008410000000000001,0.00145
img_00138.jpg,0.816179,0.042699,0.083633,0.00224,0.027410000000000004,0.018935,0.00292,0.005983
img_00141.jpg,0.000122,0.001324,0.0003,0.000185,4.2e-05,0.00021099999999999998,0.000124,0.997692
img_00152.jpg,0.001454,0.000678,0.000675,0.000312,0.000196,0.006097,0.000172,0.990416
img_00161.jpg,0.000528,0.002009,0.001151,0.000176,0.00018700000000000002,0.0012929999999999999,0.000908,0.993748
img_00164.jpg,0.063321,0.035871,0.008006000000000001,0.0039030000000000002,0.7570979999999999,0.010779,0.005012,0.11600999999999999
img_00170.jpg,0.669168,0.007824,0.001508,0.0015400000000000001,0.017174000000000002,0.300127,0.0008699999999999999,0.00179
img_00171.jpg,0.6257020000000001,0.011551,0.002457,0.0037840000000000005,0.0258,0.325342,0.0028710000000000003,0.0024920000000000003
img_00172.jpg,0.000443,0.000288,0.000166,2.9999999999999997e-05,0.998626,0.000162,0.000134,0.000151
img_00175.jpg,0.816906,0.017915,0.004681,0.003474,0.02791,0.12353,0.002054,0.003529
img_00180.jpg,0.019214,0.0028079999999999997,0.004038,0.000593,0.000985,0.001145,0.00054,0.970676
img_00196.jpg,0.005922,0.012168,0.003288,0.001925,0.962685,0.0033520000000000004,0.004136,0.006523999999999999
img_00212.jpg,0.001505,0.00018700000000000002,5.4000000000000005e-05,6.6e-05,2.7000000000000002e-05,0.00011899999999999999,7e-05,0.997972
img_00223.jpg,0.653777,0.006346,0.271532,0.0031100000000000004,0.003213,0.049163,0.002579,0.010281
img_00230.jpg,0.993726,0.003372,0.000332,0.000373,6.1e-05,0.0008730000000000001,0.00031,0.0009519999999999999
img_00232.jpg,0.009292,0.19816,0.007531,0.001505,0.0024170000000000003,0.001605,0.767979,0.011511
img_00244.jpg,0.728268,0.09065,0.002903,0.008554,0.002815,0.059587,0.0057090000000000005,0.101513
img_00272.jpg,0.9710120000000001,0.006019,0.01126,0.000536,0.005862,0.004379999999999999,0.0005,0.00043099999999999996
img_00280.jpg,0.554211,0.006763,0.005445,0.000654,0.389459,0.034855000000000004,0.0014470000000000002,0.007166
img_00282.jpg,0.823923,0.00677,0.002725,0.003439,0.021556,0.138752,0.0014880000000000002,0.0013460000000000002
img_00285.jpg,0.850044,0.005476,0.000625,0.000672,0.000908,0.05561,0.002306,0.084359
