image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_00005.jpg,0.007186,0.003713,0.0013,0.000545,0.983765,0.001572,0.000938,0.000982
img_00007.jpg,0.536239,0.12053399999999999,0.009961,0.005902,0.001786,0.006058,0.006362,0.313157
img_00009.jpg,0.973641,0.017278,0.000612,0.000482,0.000334,0.004342,0.0008810000000000001,0.00243
img_00018.jpg,0.861008,0.110829,0.0026969999999999997,0.007672,0.001401,0.011881999999999998,0.002671,0.0018399999999999998
img_00027.jpg,0.8344360000000001,0.033367,0.001213,0.001419,0.004746,0.090916,0.022126,0.011775
img_00030.jpg,0.735387,0.022803999999999998,0.008176000000000001,0.001975,0.20602199999999998,0.004718,0.004531,0.016388999999999997
img_00040.jpg,0.49099499999999996,0.032434,0.0022660000000000002,0.002501,0.005236,0.045347000000000005,0.394541,0.026682
img_00046.jpg,0.9063370000000001,0.002357,0.003101,0.00044100000000000004,0.08572,0.000992,0.000609,0.000443
img_00053.jpg,0.9884270000000001,0.002604,0.0024530000000000003,0.000176,0.001962,0.0020329999999999997,7.6e-05,0.00227
img_00071.jpg,0.082466,0.103228,0.014844999999999999,0.410183,0.17188,0.145055,0.008394,0.063949
img_00075.jpg,0.52896,0.113391,0.005147,0.004324000000000001,0.073774,0.26005700000000004,0.002817,0.011529000000000001
img_00102.jpg,0.030895999999999996,0.023846,0.001526,0.0033799999999999998,0.00042800000000000005,0.0052840000000000005,0.0028699999999999997,0.9317709999999999
img_00103.jpg,0.850361,0.054854999999999994,0.0047020000000000005,0.009032,0.048042,0.015884,0.00548,0.011645
img_00109.jpg,0.994592,0.000714,0.000296,4.8e-05,0.0033759999999999997,0.000252,0.000529,0.000192
img_00119.jpg,0.005423,0.009016,0.005971,0.002986,0.946691,0.00541,0.004092,0.02041
img_00120.jpg,0.002612,0.002657,0.000294,0.000267,0.000147,0.000938,0.004684000000000001,0.988401
img_00125.jpg,0.47962299999999997,0.012331,0.003296,0.0020039999999999997,0.00041500000000000006,0.018642,0.001416,0.482271
img_00128.jpg,0.0241,0.09732,0.736966,0.0012900000000000001,0.005215999999999999,0.007131,0.0031149999999999997,0.12486099999999999
